Order ID,Order Date,Customer ID,Product,Category,Region,Country,Quantity,Sales
ORD100250,11/27/2023,CUST1359,Wireless Mouse,Electronics,Europe,UK,4,1820.92
ORD100251,03/31/2024,CUST1071,Office Chair,Furniture,North America,USA,5,2990.8
ORD100252,03/17/2023,CUST1385,T-shirt,Apparel,South America,Argentina,2,260.28
ORD100253,10/01/2023,CUST1738,Coffee Maker,Home,Oceania,Australia,4,2829.04
ORD100254,11/15/2022,CUST1161,Notebook,Office Supplies,Oceania,Australia,2,1081.62
ORD100255,07/12/2023,CUST1453,Smartphone Case,Electronics,South America,Argentina,2,975.26
ORD100256,04/28/2024,CUST1279,Standing Desk,Furniture,Oceania,Australia,2,558.82
ORD100257,08/16/2022,CUST1290,Smartphone Case,Electronics,Oceania,New Zealand,1,423.91
ORD100258,09/24/2023,CUST1046,Standing Desk,Furniture,South America,Chile,3,145.65
ORD100259,02/23/2023,CUST1308,Standing Desk,Furniture,Europe,Germany,1,235.11
ORD100260,09/03/2022,CUST1007,Jeans,Apparel,South America,Brazil,3,323.1
ORD100261,12/26/2024,CUST1720,Standing Desk,Furniture,Oceania,New Zealand,2,124.6
ORD100262,03/28/2022,CUST1446,Wireless Mouse,Electronics,South America,Brazil,1,690.38
ORD100263,05/29/2024,CUST1587,T-shirt,Apparel,South America,Argentina,4,386.24
ORD100264,02/12/2022,CUST1989,Coffee Maker,Home,Europe,France,4,1483.12
ORD100265,01/12/2024,CUST1090,T-shirt,Apparel,North America,USA,2,702.72
ORD100266,03/31/2024,CUST1536,Laptop Sleeve,Electronics,South America,Argentina,4,2391.64
ORD100267,03/30/2023,CUST1341,Notebook,Office Supplies,Europe,UK,3,1232.49
ORD100268,08/22/2022,CUST1543,Running Shoes,Footwear,Europe,Germany,1,284.12
ORD100269,10/30/2022,CUST1241,Laptop Sleeve,Electronics,Europe,Germany,4,647.32
ORD100270,11/10/2022,CUST1778,Notebook,Office Supplies,North America,USA,2,1522.56
ORD100271,10/08/2024,CUST1475,Notebook,Office Supplies,Oceania,New Zealand,1,546.5
ORD100272,10/24/2023,CUST1884,Smartphone Case,Electronics,Asia,India,1,354.61
ORD100273,08/18/2024,CUST1452,Smartphone Case,Electronics,Asia,China,4,1900.72
ORD100274,12/22/2023,CUST1519,Laptop Sleeve,Electronics,Asia,China,4,1457.08
ORD100275,04/27/2022,CUST1377,Pen Set,Office Supplies,Asia,India,3,1552.53
ORD100276,07/04/2022,CUST1629,Dress Shoes,Footwear,Oceania,New Zealand,3,1118.58
ORD100277,03/26/2022,CUST1460,LED Lamp,Home,Oceania,Australia,5,1303.05
ORD100278,09/01/2024,CUST1513,Office Chair,Furniture,North America,Canada,1,87.28
ORD100279,12/05/2023,CUST1731,Laptop Sleeve,Electronics,Oceania,Australia,4,144.48
ORD100280,06/15/2024,CUST1449,Running Shoes,Footwear,Oceania,Australia,6,1765.8
ORD100281,08/03/2023,CUST1396,T-shirt,Apparel,Asia,Japan,2,960.64
ORD100282,11/17/2023,CUST1067,Coffee Maker,Home,North America,Mexico,2,1088.62
ORD100283,08/05/2023,CUST1258,Bluetooth Speaker,Electronics,Oceania,Australia,4,1080.08
ORD100284,10/17/2022,CUST1938,Coffee Maker,Home,Asia,Japan,2,1120.58
ORD100285,03/13/2024,CUST1132,Dress Shoes,Footwear,North America,Canada,2,898.68
ORD100286,11/04/2023,CUST1832,Office Chair,Furniture,Oceania,Australia,3,1555.77
ORD100287,05/17/2024,CUST1520,Coffee Maker,Home,North America,Canada,3,751.65
ORD100288,03/15/2023,CUST1349,Notebook,Office Supplies,South America,Brazil,4,740.4
ORD100289,10/09/2022,CUST1158,Laptop Sleeve,Electronics,Asia,India,2,817.22
ORD100290,12/14/2024,CUST1038,Smartphone Case,Electronics,Asia,Japan,4,436.72
ORD100291,02/11/2024,CUST1157,Office Chair,Furniture,Europe,France,2,1236.04
ORD100292,12/06/2022,CUST1738,Jeans,Apparel,North America,Canada,4,1178.48
ORD100293,05/02/2023,CUST1992,Jeans,Apparel,Oceania,New Zealand,7,4222.05
ORD100294,07/08/2024,CUST1239,Running Shoes,Footwear,Europe,Germany,3,2317.95
ORD100295,08/18/2024,CUST1925,Pen Set,Office Supplies,Europe,Germany,5,2721.25
ORD100296,06/21/2024,CUST1472,Notebook,Office Supplies,Asia,China,3,1214.43
ORD100297,05/07/2024,CUST1989,Office Chair,Furniture,Europe,France,5,575.15
ORD100298,05/28/2023,CUST1053,Smartphone Case,Electronics,South America,Argentina,1,445.86
ORD100299,07/30/2022,CUST1728,Pen Set,Office Supplies,Oceania,Australia,3,694.89
ORD100300,11/25/2022,CUST1279,Jeans,Apparel,Oceania,Australia,2,1331.36
ORD100301,07/07/2022,CUST1969,LED Lamp,Home,Europe,Germany,4,2833.12
ORD100302,02/24/2022,CUST1424,Wireless Mouse,Electronics,South America,Chile,3,906.9
ORD100303,03/01/2024,CUST1083,Coffee Maker,Home,Europe,UK,2,516.7
ORD100304,07/22/2022,CUST1859,Bluetooth Speaker,Electronics,Asia,India,2,228.78
ORD100305,08/11/2023,CUST1939,Pen Set,Office Supplies,South America,Chile,3,1997.19
ORD100306,08/18/2024,CUST1459,Dress Shoes,Footwear,North America,USA,3,60.33
ORD100307,03/18/2023,CUST1855,Office Chair,Furniture,Oceania,New Zealand,2,186.78
ORD100308,08/14/2023,CUST1243,Water Bottle,Home,North America,USA,2,389.12
ORD100309,07/25/2024,CUST1064,Laptop Sleeve,Electronics,South America,Chile,2,862.32
ORD100310,11/21/2024,CUST1588,Standing Desk,Furniture,Europe,Germany,4,1384.96
ORD100311,12/24/2023,CUST1246,Dress Shoes,Footwear,South America,Brazil,2,1066.36
ORD100312,06/25/2022,CUST1536,Coffee Maker,Home,North America,Mexico,3,1312.65
ORD100313,11/05/2024,CUST1567,Wireless Mouse,Electronics,South America,Argentina,1,39.61
ORD100314,03/03/2024,CUST1382,Water Bottle,Home,North America,Canada,3,1895.61
ORD100315,12/08/2023,CUST1246,Bluetooth Speaker,Electronics,North America,Mexico,4,2357.88
ORD100316,11/12/2023,CUST1136,Wireless Mouse,Electronics,Asia,Japan,3,822.45
ORD100317,12/25/2022,CUST1850,Notebook,Office Supplies,South America,Chile,2,770.86
ORD100318,01/09/2023,CUST1830,Office Chair,Furniture,North America,Mexico,3,1866.21
ORD100319,07/26/2024,CUST1037,Water Bottle,Home,Europe,UK,3,1901.79
ORD100320,03/27/2022,CUST1323,LED Lamp,Home,Asia,Japan,1,321.59
ORD100321,08/27/2024,CUST1259,Wireless Mouse,Electronics,Europe,Germany,3,866.37
ORD100322,04/08/2022,CUST1886,Smartphone Case,Electronics,Asia,China,2,207.92
ORD100323,01/24/2024,CUST1447,LED Lamp,Home,South America,Chile,2,709.18
ORD100324,03/02/2024,CUST1347,Office Chair,Furniture,South America,Chile,1,400.53
ORD100325,11/29/2024,CUST1273,Notebook,Office Supplies,North America,Mexico,2,684.96
ORD100326,05/31/2024,CUST1616,Pen Set,Office Supplies,Europe,France,2,477.08
ORD100327,07/30/2022,CUST1081,Coffee Maker,Home,Asia,China,1,359.5
ORD100328,05/22/2024,CUST1170,Bluetooth Speaker,Electronics,South America,Argentina,3,1081.41
ORD100329,12/24/2023,CUST1629,T-shirt,Apparel,Asia,Japan,4,3136.48
ORD100330,04/28/2022,CUST1076,Smartphone Case,Electronics,South America,Argentina,3,1238.7
ORD100331,11/24/2022,CUST1975,Wireless Mouse,Electronics,Europe,France,1,544.08
ORD100332,06/16/2024,CUST1035,Office Chair,Furniture,North America,USA,2,1247.84
ORD100333,01/21/2024,CUST1370,T-shirt,Apparel,Oceania,Australia,2,972.1
ORD100334,07/10/2024,CUST1971,Coffee Maker,Home,Asia,China,4,2446.6
ORD100335,10/09/2022,CUST1542,Coffee Maker,Home,South America,Argentina,2,1042.8
ORD100336,05/27/2023,CUST1983,Laptop Sleeve,Electronics,North America,Mexico,2,305.82
ORD100337,11/26/2024,CUST1396,LED Lamp,Home,Oceania,Australia,3,639.33
ORD100338,06/18/2023,CUST1720,Jeans,Apparel,Europe,France,2,464.06
ORD100339,10/02/2024,CUST1204,Laptop Sleeve,Electronics,Europe,UK,3,1093.11
ORD100340,06/30/2024,CUST1089,Notebook,Office Supplies,Asia,Japan,5,1406.0
ORD100341,05/13/2022,CUST1563,Running Shoes,Footwear,Asia,China,1,681.83
ORD100342,12/23/2022,CUST1812,Coffee Maker,Home,Oceania,Australia,2,202.96
ORD100343,02/16/2023,CUST1811,Office Chair,Furniture,Europe,Germany,2,51.8
ORD100344,01/26/2024,CUST1478,Notebook,Office Supplies,Oceania,Australia,1,491.5
ORD100345,06/26/2022,CUST1067,Water Bottle,Home,South America,Chile,4,2306.0
ORD100346,12/12/2024,CUST1420,Notebook,Office Supplies,South America,Chile,2,127.26
ORD100347,10/12/2023,CUST1657,Laptop Sleeve,Electronics,South America,Argentina,2,1091.38
ORD100348,12/07/2023,CUST1131,LED Lamp,Home,Oceania,Australia,2,1230.78
ORD100349,09/22/2022,CUST1443,Running Shoes,Footwear,North America,USA,4,1667.56
ORD100350,09/15/2023,CUST1168,Office Chair,Furniture,Asia,Japan,1,184.25
ORD100351,11/28/2024,CUST1916,Water Bottle,Home,North America,Canada,1,161.06
ORD100352,07/17/2023,CUST1128,Smartphone Case,Electronics,Asia,Japan,6,2574.72
ORD100353,10/26/2024,CUST1656,Office Chair,Furniture,Oceania,Australia,3,423.3
ORD100354,11/23/2023,CUST1862,LED Lamp,Home,Oceania,Australia,2,1322.12
ORD100355,02/28/2022,CUST1083,Wireless Mouse,Electronics,Oceania,New Zealand,2,1045.3
ORD100356,05/03/2024,CUST1632,Smartphone Case,Electronics,North America,Canada,1,711.75
ORD100357,08/17/2023,CUST1657,Water Bottle,Home,South America,Brazil,2,1289.46
ORD100358,04/11/2024,CUST1304,Jeans,Apparel,North America,Mexico,2,105.26
ORD100359,06/19/2024,CUST1425,Jeans,Apparel,South America,Brazil,3,826.35
ORD100360,10/22/2022,CUST1320,Pen Set,Office Supplies,Asia,Japan,5,3952.4
ORD100361,12/09/2023,CUST1998,T-shirt,Apparel,Europe,Germany,2,828.82
ORD100362,08/06/2022,CUST1326,Standing Desk,Furniture,South America,Brazil,2,435.28
ORD100363,05/23/2023,CUST1144,Laptop Sleeve,Electronics,North America,Canada,1,756.58
ORD100364,05/06/2024,CUST1254,Pen Set,Office Supplies,Europe,Germany,3,2241.99
ORD100365,10/03/2023,CUST1194,Notebook,Office Supplies,Europe,Germany,2,1593.6
ORD100366,08/14/2024,CUST1510,LED Lamp,Home,Asia,China,1,23.43
ORD100367,03/16/2024,CUST1517,Jeans,Apparel,Europe,UK,4,1875.04
ORD100368,04/10/2022,CUST1051,Water Bottle,Home,South America,Chile,3,2119.38
ORD100369,08/21/2024,CUST1292,Running Shoes,Footwear,North America,USA,3,1042.77
ORD100370,06/26/2023,CUST1744,Coffee Maker,Home,South America,Argentina,2,81.94
ORD100371,04/15/2022,CUST1583,Running Shoes,Footwear,Europe,Germany,2,889.62
ORD100372,05/31/2022,CUST1395,Running Shoes,Footwear,South America,Chile,3,682.14
ORD100373,09/01/2022,CUST1131,Laptop Sleeve,Electronics,South America,Argentina,6,3821.64
ORD100374,11/26/2023,CUST1571,Coffee Maker,Home,Europe,UK,3,1451.88
ORD100375,04/02/2024,CUST1512,Wireless Mouse,Electronics,North America,USA,4,455.76
ORD100376,11/14/2023,CUST1823,Jeans,Apparel,Oceania,New Zealand,3,370.23
ORD100377,11/21/2024,CUST1143,Coffee Maker,Home,Oceania,New Zealand,3,402.57
ORD100378,09/05/2023,CUST1607,Coffee Maker,Home,Oceania,New Zealand,6,3410.7
ORD100379,09/06/2023,CUST1486,Pen Set,Office Supplies,North America,Canada,5,1341.7
ORD100380,08/13/2022,CUST1426,Dress Shoes,Footwear,Asia,Japan,2,1396.64
ORD100381,02/24/2022,CUST1611,Jeans,Apparel,Asia,Japan,1,627.41
ORD100382,04/12/2023,CUST1738,Wireless Mouse,Electronics,Oceania,New Zealand,1,140.56
ORD100383,02/18/2024,CUST1151,Pen Set,Office Supplies,Europe,UK,4,1840.76
ORD100384,08/14/2022,CUST1195,Wireless Mouse,Electronics,South America,Argentina,3,1013.79
ORD100385,04/25/2024,CUST1707,Standing Desk,Furniture,South America,Chile,4,2484.4
ORD100386,08/23/2024,CUST1893,Pen Set,Office Supplies,North America,Mexico,2,229.56
ORD100387,03/01/2023,CUST1574,Coffee Maker,Home,South America,Chile,2,609.16
ORD100388,12/21/2022,CUST1470,LED Lamp,Home,Oceania,New Zealand,6,2635.74
ORD100389,06/26/2023,CUST1624,Jeans,Apparel,Europe,UK,3,680.43
ORD100390,09/04/2023,CUST1230,Water Bottle,Home,Asia,Japan,6,1018.74
ORD100391,09/28/2024,CUST1324,Jeans,Apparel,Asia,Japan,3,2241.87
ORD100392,07/15/2023,CUST1294,Laptop Sleeve,Electronics,Oceania,New Zealand,2,1434.26
ORD100393,03/19/2024,CUST1838,Coffee Maker,Home,Europe,Germany,2,76.88
ORD100394,06/11/2022,CUST1354,LED Lamp,Home,South America,Chile,1,208.87
ORD100395,09/08/2024,CUST1219,Standing Desk,Furniture,Oceania,New Zealand,1,746.75
ORD100396,07/11/2023,CUST1140,Laptop Sleeve,Electronics,Oceania,Australia,3,593.25
ORD100397,12/23/2024,CUST1231,Smartphone Case,Electronics,Europe,UK,2,169.32
ORD100398,11/08/2023,CUST1734,Jeans,Apparel,North America,Mexico,3,1853.28
ORD100399,01/11/2022,CUST1987,Running Shoes,Footwear,Europe,Germany,4,2096.2
ORD100400,09/01/2024,CUST1488,Smartphone Case,Electronics,Europe,Germany,2,520.66
ORD100401,05/02/2022,CUST1929,Notebook,Office Supplies,North America,Mexico,4,1845.76
ORD100402,12/31/2024,CUST1756,Bluetooth Speaker,Electronics,North America,USA,3,1011.66
ORD100403,12/27/2022,CUST1956,LED Lamp,Home,North America,Canada,2,1262.86
ORD100404,01/17/2023,CUST1959,Bluetooth Speaker,Electronics,Asia,India,2,24.74
ORD100405,08/08/2022,CUST1950,Coffee Maker,Home,Asia,China,2,1582.66
ORD100406,12/09/2024,CUST1505,LED Lamp,Home,Europe,France,5,1885.4
ORD100407,01/30/2023,CUST1828,Laptop Sleeve,Electronics,Asia,India,4,2344.96
ORD100408,06/11/2023,CUST1735,Office Chair,Furniture,North America,Mexico,3,819.0
ORD100409,08/28/2023,CUST1581,Smartphone Case,Electronics,Europe,UK,4,1962.84
ORD100410,04/10/2024,CUST1846,T-shirt,Apparel,Oceania,New Zealand,3,221.88
ORD100411,07/15/2022,CUST1189,Office Chair,Furniture,South America,Argentina,7,5242.86
ORD100412,01/14/2022,CUST1267,T-shirt,Apparel,Europe,Germany,2,1208.48
ORD100413,11/07/2023,CUST1309,Dress Shoes,Footwear,Oceania,Australia,3,638.79
ORD100414,01/07/2024,CUST1709,Standing Desk,Furniture,North America,Mexico,1,98.99
ORD100415,09/21/2023,CUST1163,T-shirt,Apparel,Oceania,New Zealand,2,1107.56
ORD100416,08/28/2023,CUST1376,Dress Shoes,Footwear,Europe,UK,1,766.1
ORD100417,09/06/2024,CUST1156,Jeans,Apparel,Oceania,New Zealand,4,1342.4
ORD100418,08/22/2024,CUST1775,Running Shoes,Footwear,Europe,UK,4,2183.48
ORD100419,06/17/2022,CUST1538,Jeans,Apparel,Oceania,New Zealand,4,268.36
ORD100420,08/18/2022,CUST1063,Pen Set,Office Supplies,Oceania,Australia,7,3222.1
ORD100421,11/03/2022,CUST1168,Coffee Maker,Home,Oceania,New Zealand,2,194.82
ORD100422,02/25/2023,CUST1734,Dress Shoes,Footwear,South America,Brazil,3,2158.86
ORD100423,07/01/2024,CUST1828,Wireless Mouse,Electronics,South America,Brazil,2,826.06
ORD100424,07/24/2024,CUST1577,Wireless Mouse,Electronics,Oceania,New Zealand,3,1619.55
ORD100425,09/24/2023,CUST1740,Wireless Mouse,Electronics,South America,Argentina,4,2616.32
ORD100426,03/23/2023,CUST1592,Laptop Sleeve,Electronics,North America,Canada,4,1115.6
ORD100427,05/11/2022,CUST1554,Wireless Mouse,Electronics,North America,Canada,2,60.46
ORD100428,04/17/2024,CUST1184,Notebook,Office Supplies,Europe,France,3,2348.31
ORD100429,05/10/2024,CUST1383,LED Lamp,Home,South America,Argentina,4,2785.4
ORD100430,02/13/2024,CUST1384,Laptop Sleeve,Electronics,Oceania,Australia,3,1573.68
ORD100431,12/14/2023,CUST1121,Office Chair,Furniture,Oceania,New Zealand,3,1276.29
ORD100432,04/02/2023,CUST1854,Wireless Mouse,Electronics,North America,Canada,3,1119.27
ORD100433,05/18/2024,CUST1544,T-shirt,Apparel,Europe,UK,3,1113.6
ORD100434,11/14/2022,CUST1282,Standing Desk,Furniture,North America,USA,1,648.54
ORD100435,05/08/2024,CUST1629,Notebook,Office Supplies,North America,USA,5,844.15
ORD100436,07/26/2022,CUST1608,Wireless Mouse,Electronics,South America,Chile,2,1078.52
ORD100437,04/10/2022,CUST1250,Bluetooth Speaker,Electronics,North America,Canada,1,353.98
ORD100438,03/21/2023,CUST1772,Pen Set,Office Supplies,North America,USA,2,811.2
ORD100439,08/16/2023,CUST1239,Pen Set,Office Supplies,Oceania,New Zealand,4,1856.36
ORD100440,10/19/2023,CUST1242,Water Bottle,Home,Europe,France,4,1677.56
ORD100441,04/26/2024,CUST1307,Water Bottle,Home,North America,Mexico,3,2277.21
ORD100442,12/25/2022,CUST1641,Smartphone Case,Electronics,South America,Chile,1,399.02
ORD100443,12/07/2023,CUST1964,Smartphone Case,Electronics,South America,Chile,3,775.17
ORD100444,05/02/2024,CUST1418,Office Chair,Furniture,Asia,China,2,302.36
ORD100445,08/27/2024,CUST1246,Pen Set,Office Supplies,Europe,Germany,4,2747.0
ORD100446,10/23/2022,CUST1825,Jeans,Apparel,North America,Mexico,2,666.16
ORD100447,05/03/2024,CUST1570,Running Shoes,Footwear,Europe,Germany,4,792.28
ORD100448,02/21/2023,CUST1338,Smartphone Case,Electronics,North America,Canada,2,1356.94
ORD100449,07/09/2022,CUST1548,Bluetooth Speaker,Electronics,Europe,UK,4,873.72
ORD100450,03/22/2022,CUST1894,Laptop Sleeve,Electronics,Europe,France,3,1742.46
ORD100451,03/21/2023,CUST1490,Standing Desk,Furniture,Asia,China,6,4594.98
ORD100452,02/01/2022,CUST1216,LED Lamp,Home,Europe,France,1,98.27
ORD100453,09/07/2024,CUST1936,Standing Desk,Furniture,Oceania,Australia,5,1601.6
ORD100454,05/06/2023,CUST1565,Coffee Maker,Home,Asia,China,1,375.67
ORD100455,01/06/2024,CUST1315,Water Bottle,Home,Asia,Japan,3,2120.52
ORD100456,08/12/2024,CUST1100,Notebook,Office Supplies,South America,Argentina,2,1463.78
ORD100457,01/30/2024,CUST1320,T-shirt,Apparel,North America,Mexico,2,1383.9
ORD100458,10/26/2022,CUST1016,Water Bottle,Home,Oceania,New Zealand,3,719.04
ORD100459,02/06/2023,CUST1337,Standing Desk,Furniture,South America,Chile,1,667.52
ORD100460,10/19/2024,CUST1563,Smartphone Case,Electronics,Asia,China,1,611.87
ORD100461,09/27/2024,CUST1989,Bluetooth Speaker,Electronics,South America,Argentina,3,416.25
ORD100462,12/23/2023,CUST1173,Office Chair,Furniture,Oceania,New Zealand,4,605.28
ORD100463,05/01/2022,CUST1536,Wireless Mouse,Electronics,North America,Mexico,1,43.57
ORD100464,01/14/2022,CUST1422,Office Chair,Furniture,Europe,UK,2,1134.4
ORD100465,01/19/2022,CUST1223,Running Shoes,Footwear,South America,Argentina,3,159.18
ORD100466,09/16/2024,CUST1675,Jeans,Apparel,North America,USA,4,1712.44
ORD100467,04/22/2024,CUST1012,Wireless Mouse,Electronics,Oceania,New Zealand,1,430.91
ORD100468,08/11/2023,CUST1017,Running Shoes,Footwear,South America,Brazil,3,270.24
ORD100469,07/17/2022,CUST1536,Office Chair,Furniture,Europe,UK,2,995.46
ORD100470,06/01/2023,CUST1834,Coffee Maker,Home,Asia,China,1,67.82
ORD100471,04/11/2024,CUST1470,Dress Shoes,Footwear,Europe,France,2,369.12
ORD100472,06/15/2022,CUST1669,Pen Set,Office Supplies,North America,USA,4,1308.8
ORD100473,02/12/2024,CUST1565,Jeans,Apparel,North America,Mexico,2,25.02
ORD100474,12/17/2022,CUST1084,Jeans,Apparel,South America,Chile,3,1885.74
ORD100475,07/15/2022,CUST1916,Running Shoes,Footwear,North America,USA,2,346.16
ORD100476,08/31/2024,CUST1277,Wireless Mouse,Electronics,North America,Mexico,6,4445.04
ORD100477,03/09/2022,CUST1183,LED Lamp,Home,Asia,India,2,1538.74
ORD100478,10/23/2022,CUST1770,Pen Set,Office Supplies,South America,Brazil,5,1214.65
ORD100479,05/08/2023,CUST1580,Pen Set,Office Supplies,South America,Chile,3,2153.22
ORD100480,11/11/2023,CUST1393,Notebook,Office Supplies,Europe,France,1,580.71
ORD100481,10/22/2024,CUST1763,Coffee Maker,Home,North America,USA,2,704.98
ORD100482,06/05/2022,CUST1348,Dress Shoes,Footwear,Oceania,New Zealand,4,3101.16
ORD100483,10/31/2023,CUST1030,Smartphone Case,Electronics,Asia,China,2,790.06
ORD100484,12/30/2023,CUST1566,T-shirt,Apparel,South America,Brazil,4,2181.44
ORD100485,02/18/2024,CUST1087,Notebook,Office Supplies,Oceania,New Zealand,4,2557.8
ORD100486,05/31/2022,CUST1084,Water Bottle,Home,Europe,Germany,2,1141.56
ORD100487,11/12/2022,CUST1757,T-shirt,Apparel,Asia,China,1,89.71
ORD100488,01/11/2022,CUST1965,Water Bottle,Home,South America,Argentina,1,610.27
ORD100489,07/29/2022,CUST1135,Laptop Sleeve,Electronics,Europe,Germany,2,723.66
ORD100490,11/15/2024,CUST1417,Laptop Sleeve,Electronics,North America,USA,5,1431.8
ORD100491,07/10/2022,CUST1611,Dress Shoes,Footwear,Asia,China,3,44.43
ORD100492,04/27/2024,CUST1397,Notebook,Office Supplies,North America,Mexico,4,2885.6
ORD100493,05/13/2023,CUST1585,Running Shoes,Footwear,Europe,France,4,1230.72
ORD100494,10/12/2022,CUST1275,Water Bottle,Home,Asia,China,2,242.04
ORD100495,12/09/2022,CUST1445,Water Bottle,Home,South America,Argentina,3,1169.88
ORD100496,06/07/2022,CUST1369,Water Bottle,Home,Europe,France,3,1505.7
ORD100497,02/05/2023,CUST1468,Laptop Sleeve,Electronics,Europe,Germany,3,31.14
ORD100498,03/21/2024,CUST1340,Pen Set,Office Supplies,Oceania,New Zealand,3,1932.72
ORD100499,11/06/2023,CUST1450,Coffee Maker,Home,South America,Chile,3,2338.53
ORD100500,10/06/2022,CUST1307,Coffee Maker,Home,Oceania,Australia,4,1543.24
